experiment_id,exp_title,gene_mutation,gene_deletion,protein_depletion,stress_condition,time_series,chip_input,antibody_control,chip_target,mutation,deletion,depletion,stress,time_point,project_id,model_summary,model_annotation,warning,sample,perturbation,control
SRX717436,h3k4me3_15,False,False,False,True,True,False,False,H3K4me3,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717435,h3k4me3_30,False,False,False,True,True,False,False,H3K4me3,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717434,h3k4me3_60,False,False,False,True,True,False,False,H3K4me3,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me3-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717433,h3k4me2_0,False,False,False,False,True,False,False,H3K4me2,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-WT-0_min,none,Input-WT-0_min
SRX717432,h3k4me2_4,False,False,False,True,True,False,False,H3K4me2,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717431,h3k4me2_8,False,False,False,True,True,False,False,H3K4me2,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717430,h3k4me2_15,False,False,False,True,True,False,False,H3K4me2,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717429,h3k4me2_30,False,False,False,True,True,False,False,H3K4me2,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717428,h3k4me2_60,False,False,False,True,True,False,False,H3K4me2,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me2-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717427,h3k4me_0,False,False,False,False,True,False,False,H3K4me,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-WT-0_min,none,Input-WT-0_min
SRX717426,h3k4me_4,False,False,False,True,True,False,False,H3K4me,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717425,h3k4me_8,False,False,False,True,True,False,False,H3K4me,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717424,h3k4me_15,False,False,False,True,True,False,False,H3K4me,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717423,h3k4me_30,False,False,False,True,True,False,False,H3K4me,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717422,h3k4me_60,False,False,False,True,True,False,False,H3K4me,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4me-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717421,h3k4ac_0,False,False,False,False,True,False,False,H3K4ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-WT-0_min,none,Input-WT-0_min
SRX717420,h3k4ac_4,False,False,False,True,True,False,False,H3K4ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717419,h3k4ac_8,False,False,False,True,True,False,False,H3K4ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717418,h3k4ac_15,False,False,False,True,True,False,False,H3K4ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717417,h3k4ac_30,False,False,False,True,True,False,False,H3K4ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717416,h3k4ac_60,False,False,False,True,True,False,False,H3K4ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K4ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717415,h3k36me3_0,False,False,False,False,True,False,False,H3K36me3,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-WT-0_min,none,Input-WT-0_min
SRX717414,h3k36me3_4,False,False,False,True,True,False,False,H3K36me3,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717413,h3k36me3_8,False,False,False,True,True,False,False,H3K36me3,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717412,h3k36me3_15,False,False,False,True,True,False,False,H3K36me3,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717411,h3k36me3_30,False,False,False,True,True,False,False,H3K36me3,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717410,h3k36me3_60,False,False,False,True,True,False,False,H3K36me3,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me3-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717409,h3k36me2_0,False,False,False,False,True,False,False,H3K36me2,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-WT-0_min,none,Input-WT-0_min
SRX717408,h3k36me2_4,False,False,False,True,True,False,False,H3K36me2,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717407,h3k36me2_8,False,False,False,True,True,False,False,H3K36me2,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717406,h3k36me2_15,False,False,False,True,True,False,False,H3K36me2,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717405,h3k36me2_30,False,False,False,True,True,False,False,H3K36me2,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717404,h3k36me2_60,False,False,False,True,True,False,False,H3K36me2,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me2-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717403,h3k36me_0,False,False,False,False,True,False,False,H3K36me,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-WT-0_min,none,Input-WT-0_min
SRX717402,h3k36me_4,False,False,False,True,True,False,False,H3K36me,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717401,h3k36me_8,False,False,False,True,True,False,False,H3K36me,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717400,h3k36me_15,False,False,False,True,True,False,False,H3K36me,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717399,h3k36me_30,False,False,False,True,True,False,False,H3K36me,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717398,h3k36me_60,False,False,False,True,True,False,False,H3K36me,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K36me-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717397,h3k27ac_0,False,False,False,False,True,False,False,H3K27ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-WT-0_min,none,Input-WT-0_min
SRX717396,h3k27ac_4,False,False,False,True,True,False,False,H3K27ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717395,h3k27ac_8,False,False,False,True,True,False,False,H3K27ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717394,h3k27ac_15,False,False,False,True,True,False,False,H3K27ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717393,h3k27ac_30,False,False,False,True,True,False,False,H3K27ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717392,h3k27ac_60,False,False,False,True,True,False,False,H3K27ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K27ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717391,h3k23ac_0,False,False,False,False,True,False,False,H3K23ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-WT-0_min,none,Input-WT-0_min
SRX717390,h3k23ac_4,False,False,False,True,True,False,False,H3K23ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717389,h3k23ac_8,False,False,False,True,True,False,False,H3K23ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717388,h3k23ac_15,False,False,False,True,True,False,False,H3K23ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717387,h3k23ac_30,False,False,False,True,True,False,False,H3K23ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717386,h3k23ac_60,False,False,False,True,True,False,False,H3K23ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K23ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717385,h3k18ac_0,False,False,False,False,True,False,False,H3K18ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-WT-0_min,none,Input-WT-0_min
SRX717384,h3k18ac_4,False,False,False,True,True,False,False,H3K18ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717383,h3k18ac_8,False,False,False,True,True,False,False,H3K18ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717382,h3k18ac_15,False,False,False,True,True,False,False,H3K18ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717381,h3k18ac_30,False,False,False,True,True,False,False,H3K18ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717380,h3k18ac_60,False,False,False,True,True,False,False,H3K18ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K18ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717379,h3k14ac_0,False,False,False,False,True,False,False,H3K14ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-WT-0_min,none,Input-WT-0_min
SRX717378,h3k14ac_4,False,False,False,True,True,False,False,H3K14ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717377,h3k14ac_8,False,False,False,True,True,False,False,H3K14ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717376,h3k14ac_15,False,False,False,True,True,False,False,H3K14ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717375,h3k14ac_30,False,False,False,True,True,False,False,H3K14ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717374,h3k14ac_60,False,False,False,True,True,False,False,H3K14ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H3K14ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717373,h2as129ph_0,False,False,False,False,True,False,False,H2AS129ph,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-WT-0_min,none,Input-WT-0_min
SRX717372,h2as129ph_4,False,False,False,True,True,False,False,H2AS129ph,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717371,h2as129ph_8,False,False,False,True,True,False,False,H2AS129ph,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717370,h2as129ph_15,False,False,False,True,True,False,False,H2AS129ph,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717369,h2as129ph_30,False,False,False,True,True,False,False,H2AS129ph,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717368,h2as129ph_60,False,False,False,True,True,False,False,H2AS129ph,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AS129ph-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717367,h2ak5ac_0,False,False,False,False,True,False,False,H2AK5ac,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-WT-0_min,none,Input-WT-0_min
SRX717366,h2ak5ac_4,False,False,False,True,True,False,False,H2AK5ac,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-diamide-stress_condition-4_min,stress_condition,Input-diamide-stress_condition-4_min
SRX717365,h2ak5ac_8,False,False,False,True,True,False,False,H2AK5ac,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-diamide-stress_condition-8_min,stress_condition,Input-diamide-stress_condition-8_min
SRX717364,h2ak5ac_15,False,False,False,True,True,False,False,H2AK5ac,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-diamide-stress_condition-15_min,stress_condition,Input-diamide-stress_condition-15_min
SRX717363,h2ak5ac_30,False,False,False,True,True,False,False,H2AK5ac,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-diamide-stress_condition-30_min,stress_condition,Input-diamide-stress_condition-30_min
SRX717362,h2ak5ac_60,False,False,False,True,True,False,False,H2AK5ac,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,H2AK5ac-diamide-stress_condition-60_min,stress_condition,Input-diamide-stress_condition-60_min
SRX717562,input2.2_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717561,input1.2_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717560,input2.2_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717559,input3.1_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717558,input1.3_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717557,input1.1_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717556,input1.3_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717555,input1.3_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX717554,input2.3_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717553,input1.3_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717552,input3.2_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717551,input1.1_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717550,input2.3_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717549,input1.1_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX717548,input3.2_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717547,input1.2_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX717546,input2.2_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717545,input3.1_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717544,input1.1_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717543,input2.1_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX717542,input2.1_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717541,input3.2_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717540,input3.2_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717539,input1.3_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717538,input1.3_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717537,input1.2_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717536,input2.1_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717535,input1.1_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717534,input3.1_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717533,input2.2_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717532,input2.1_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717531,input2.3_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717530,input2.3_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717529,input3.1_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717528,input2.1_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717527,input2.1_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717526,input2.2_60,False,False,False,True,True,True,False,,,,,diamide,60 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-60_min,stress_condition,
SRX717525,input1.2_8,False,False,False,True,True,True,False,,,,,diamide,8 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-8_min,stress_condition,
SRX717524,input1.2_4,False,False,False,True,True,True,False,,,,,diamide,4 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-4_min,stress_condition,
SRX717523,input2.2_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX717522,input3.1_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717521,input3.2_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717520,input1.1_15,False,False,False,True,True,True,False,,,,,diamide,15 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-15_min,stress_condition,
SRX717519,input1.2_0,False,False,False,False,True,True,False,,,,,,0 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-WT-0_min,none,
SRX717518,input2.3_30,False,False,False,True,True,True,False,,,,,diamide,30 min,PRJNA262623,gpt-4o-mini,gpt-4o-2024-08-06,False,Input-diamide-stress_condition-30_min,stress_condition,
SRX869427,"Rph1- Old (S3O, Exp 2) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869426,"Rph1- Old (S2O, Exp 2) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
SRX869425,"Rph1- Young (S2Y, Exp 2) H3",True,True,False,False,False,False,False,H3,Rph1-,ΔRph1,,,,PRJNA274975,gpt-4o-mini,gpt-4o-2024-08-06,True,H3-Rph1--gene_mutation,gene_mutation,Input-Rph1--gene_mutation
